channelId,customer_illust,customer_2d_modeling,customer_3d_modeling,customer_event,customer_talk,customer_comedy,customer_game,customer_sing,customer_perform,customer_composition,customer_video_edit,customer_foreign_lng,cluster
UC7xdiXo7eiR1iOzOoHi-Rlg,0,0,0,0,1,0,1,0,0,0,0,0,5:一般的
UC7xyzq_Hd72-IbJVoz4DSrQ,0,0,0,1,1,0,0,0,0,0,0,0,1:企画・お笑い・トーク
UC85lV6xJp3YZEaAFIK8c-EQ,0,0,0,1,1,0,0,0,0,1,0,0,5:一般的
UC85p70c36OfpwaL8qRjzWNw,0,0,0,0,0,0,1,0,0,0,0,0,5:一般的
UC870IRzMEanbV-hr8HTpRBw,0,0,0,1,1,1,0,1,0,0,0,0,1:企画・お笑い・トーク
UC8MJKmsgsQej0-1g1D8f4wQ,0,0,0,0,0,0,1,0,0,0,0,0,5:一般的
UC8RYKdY9W3DvmpvapUfsy4g,0,0,0,1,1,0,0,1,0,0,0,0,1:企画・お笑い・トーク
UC8S13GSwUAq5BVw7UG3BcaQ,0,0,0,0,0,0,1,0,0,0,0,0,5:一般的
UC8XPv5NUWv-aMhSBpdKlK0w,0,0,0,0,0,0,0,0,0,0,1,0,4:動画編集
UC8Xfq87xcmxbKd7XL0ouVXA,0,0,0,0,0,0,1,0,0,0,1,0,4:動画編集
UC8aB0TDbCuD7smRZwrpLc0g,0,1,1,1,1,1,1,1,0,0,1,0,1:企画・お笑い・トーク
UC8eaqurxu_lRbcqu85l3iVg,1,0,0,0,0,0,0,0,0,0,0,0,2:イラスト・2Dモデル
UC8jqnWIyghVwMzUb2mA0tHg,1,0,0,1,1,0,0,1,0,0,1,0,1:企画・お笑い・トーク
UC8pHOwHgsAp2a4KYILgM0qw,0,0,0,1,0,0,0,0,0,0,0,0,5:一般的
UC8rvbxCrJnsL_gZZajVoNQg,0,0,0,1,1,0,1,0,0,0,1,0,4:動画編集
UC8t73HaIIyn9OcoHGcxrmHA,1,0,0,1,1,0,1,1,0,0,0,0,1:企画・お笑い・トーク
UC8w23FEH1LglqQ69tj3HZ5w,0,0,0,0,0,0,0,1,0,0,0,1,5:一般的
UC8wIhzi7n8tw4crEXNk1HkQ,0,0,0,1,1,0,0,0,0,0,0,0,1:企画・お笑い・トーク
UC9-e7NcdqK-ugc1L2YttNWw,1,1,0,1,1,0,1,1,0,0,0,0,1:企画・お笑い・トーク
UC92r6IX7Mgh42aSQSlCCzWw,0,0,0,0,0,0,0,0,0,0,0,1,5:一般的
UC93u-UdFfEX0RD9E4BTZEwg,0,0,0,0,1,0,1,0,0,0,0,0,5:一般的
UC9A0EMtmMKa6J_jL0Hkez8Q,0,0,0,0,1,0,1,0,0,0,0,0,5:一般的
UC9E1qttL-uO1dhfM6x0dl-g,0,0,0,0,0,0,0,1,0,0,0,0,3:歌
UC9Io4j2kf_LqbKp8nwvfHSQ,0,0,0,1,0,0,1,1,1,0,1,0,4:動画編集
UC9KAh4g-p7DCsQS60dowJ8g,0,0,0,0,0,1,1,0,0,0,0,0,1:企画・お笑い・トーク
UC9PkqFPl59BQAm32QTlHhmQ,0,0,0,0,0,0,1,1,1,0,1,0,4:動画編集
