channelId,customer_illust,customer_2d_modeling,customer_3d_modeling,customer_event,customer_talk,customer_comedy,customer_game,customer_sing,customer_perform,customer_composition,customer_video_edit,customer_foreign_lng
UC9OeH7eM25fvy9NgcpNSPgQ,1,0,0,1,0,0,1,1,0,0,1,0
UC9PkqFPl59BQAm32QTlHhmQ,0,0,0,0,0,0,1,1,1,0,1,0
UC9S88PESIt-gDZvAS-Kt6-Q,0,0,0,1,1,0,1,1,1,0,0,0
UC9V_3-A-aboUNwO-yNmCqgQ,1,0,0,0,1,0,1,1,0,0,1,0
UC9XrNQF7M7EZO9QdF2kvoIg,0,0,0,0,1,0,1,1,0,0,0,0
UC9YpkutUklIk54ra8MK8-_Q,0,0,0,1,0,0,1,0,0,0,0,0
UC9Yt2vIqFD2vS7-W8wKrPmQ,0,0,0,1,1,0,1,1,0,0,0,0
UC9kgxfAMJTNjzEGaYm3Ae6A,0,0,0,0,1,0,1,0,0,0,0,0
UC9lxsXEP21vE0px26MIFGzQ,1,1,0,0,1,0,1,0,0,0,0,1
UC9nAjglqawMAoY3EOdrhFaw,0,0,0,0,0,0,0,1,1,1,0,0
UC9opcrRCXBQxHBZ8axO1XBw,1,1,0,1,1,1,1,0,0,0,0,0
UC9qTGOH8ouDq18Plox9AGHQ,0,0,0,1,0,1,1,1,0,0,0,0
UC9xcn33zRbepmrOa2XH_VxQ,0,0,0,1,1,0,1,1,0,0,0,0
UC9yCr44yTfX9hmK6AUteVKw,1,0,1,1,1,1,1,1,0,0,1,0
UC9ylolLkhApXTwX3wKMZtAw,0,0,0,0,0,0,0,1,0,0,1,0
UC9ywrvsXTsFcXq-Q4b5fhtQ,0,0,0,0,1,1,1,1,1,1,0,0
UC9zjZzmkJ4rY4QGr1XzbsXA,1,0,0,0,0,0,0,0,0,0,0,0
UCA-xGUKAwHwAiJhaPQMVE8Q,0,0,0,0,0,0,1,0,0,0,0,0
UCA8gdv543INqOQAsWJ-CsqQ,0,0,0,0,0,0,1,0,0,0,1,0
UCA9gbbFQBpjJtOmn1290qfA,1,0,0,1,0,0,0,1,0,0,1,0
UCA9zKYpV9vLdT2DmNMsT6jQ,0,0,0,0,1,0,1,1,0,0,0,0
UCAB7gH8FN4W5RRWLdW6_n1w,1,0,0,0,0,1,1,1,0,0,1,0
UCABwasNfJa0OkffDjXmRweg,0,0,1,0,0,0,0,0,0,0,1,1
UCAF5P0_1MFBPbwFnlqXBCDQ,0,0,0,1,0,0,1,0,0,0,1,0
UCAJ993T9Xn8plPzwgn3VkjQ,0,0,0,0,0,0,1,0,0,0,0,0
UCAPeg9xL7IQbI9ajHI9pStA,0,0,0,1,1,0,1,0,0,0,0,0
UCAShGS4qcNb7cB0fMQkJ_zQ,1,0,0,0,0,0,0,0,0,0,1,0
UCAX2AlCbBbzi0ZCIBSDXBhg,1,0,0,0,0,0,0,1,0,0,0,0
UCAeya5DrlFjk5N-Q2QkjADA,1,0,0,0,0,0,1,0,0,0,0,0
UCAg_bUbWqaq0xqdW5r_cL2g,1,1,0,0,1,1,1,0,0,0,0,0
UCAh0rzFLXEZPsczKpHhcYAg,0,1,1,0,0,0,0,0,0,0,0,0
UCAo04ZXtnGqdksRzthKQGFA,1,0,1,0,0,0,0,0,0,0,0,0
UCApYlKNymyHZ9dlOCImFVBg,0,0,0,0,1,0,1,0,0,0,0,0
UCApwM6fqaA9Af3g2Z0tGfmA,0,0,0,0,0,0,0,1,0,0,0,0
UCAwaT53ahBc7GLPW9FBec2Q,1,0,0,0,0,0,0,0,0,0,1,0
UCAyVARsY94T5JBiWmnwFc-A,1,0,0,1,1,0,1,0,0,0,0,0
UCB21dFufOAPxxq4jYMZwinA,0,0,0,0,1,0,1,0,0,0,0,0
UCB2L7BUketCt3Q4Lx6UiWig,0,0,0,0,0,0,0,0,0,1,0,0
UCB3nyzC_7iJY22aHGiVL8jg,1,0,0,1,0,0,1,0,0,1,1,1
UCB5-xxia80ppLRaKFq929JA,1,0,0,1,1,0,0,1,0,0,1,0
UCB65LjSO-nG4CS-e6f8jl8A,0,1,0,0,0,0,0,0,0,0,0,0
UCB7nD9Qw055AFHhsDZMEziw,1,0,1,1,0,0,0,0,0,0,0,0
UCBEN1kZLjq9AaltbJUceriw,1,0,0,1,1,0,1,0,0,0,0,0
UCBI8csOzU_Gi7mBl4bjdCnw,0,0,0,0,1,0,1,0,0,0,0,0
UCBJkNJmYodbQDVgAr8i3REw,0,0,0,1,1,0,1,1,0,0,0,0
UCBKzNNiJV88UX2i7-vbEDsg,0,0,0,0,0,0,1,0,0,0,0,0
UCBL8P81ucPTAsfalU8cIkIw,0,0,0,0,1,0,1,0,0,0,0,0
UCBNIFs6PjImfZEpnFHjlNPQ,0,0,0,0,0,0,0,1,0,0,0,0
UCBSzb7D9ylJKLH8WHaHn4hg,0,0,0,0,0,0,1,0,0,0,0,0
UCBUIvESz_0qqu4GQVuC5lew,0,0,0,0,0,0,0,1,0,0,0,0
UCBUuF1UitgZLLWI86PciC-A,0,0,0,1,1,0,1,0,0,0,0,0
UCBWi2qk4NclI4oKa-DWclgw,0,1,0,0,1,0,0,0,0,0,1,0
UCB_83BDYFGs03gv0NaNlS3g,0,0,0,0,0,0,0,1,0,0,0,0
UCBcrDGLNodQvNZH4FNW_-XA,0,0,0,0,1,0,1,0,0,0,0,0
UCBpQOPcTVeZ2irh_FzSyIbg,0,0,0,1,1,0,0,1,0,0,1,0
UCBrqv6A5HxuvWncu-1SB08w,0,0,0,0,0,0,1,0,0,0,0,0
UCBsVUeDX45EDbWGy3CpzKCQ,0,0,0,1,1,1,1,1,0,0,0,0
UCBswHNUXLYhVc1A0OlAsukw,0,0,0,0,0,0,1,1,0,0,0,0
UCBydbirLw7hmnuty-pLEXOQ,0,0,0,0,1,0,0,1,0,0,0,0
UCC0MIMnQdNWzREHb2LMaLjA,0,0,0,0,1,0,0,0,0,0,0,0
UCC3_SXQqnyEdHEOUJDa3kTQ,1,0,0,0,1,0,0,1,0,0,0,0
UCC5HsZ-h3RqWmLGCL7de09Q,0,0,0,1,0,0,0,0,0,0,0,0
UCCAKiV6oCbj5-IkAATk2ipA,0,0,0,1,0,0,0,1,0,0,0,0
UCCI-zQsuYuvLmPmZEVfgfCQ,0,1,0,0,0,0,1,0,0,0,0,0
UCCK7U7WMwLR-xrIOlGs9GJg,0,0,0,1,0,0,0,0,0,0,0,0
UCCKEIHNHTjahlpI9mkcJl1g,0,0,0,0,0,0,1,1,0,0,0,0
UCCPnbxyE83QL7Fhy0DB0ONQ,0,0,0,0,0,0,1,0,0,0,0,0
UCCVFWWrigGSqNgVC_JW23Ew,0,0,0,0,0,0,1,0,0,0,0,0
UCCWl59PDtxrB3tqUiP8WyXw,0,0,0,1,1,0,0,0,0,0,0,0
UCCYiIDASgcdkIDUwLR96E_w,1,1,0,0,1,0,0,0,0,0,0,0
UCCaQH3Od5C-LJMyC8FkFIhw,1,0,0,0,0,0,0,1,0,0,0,0
UCCcn0MBWhlSV3yNL0frrI8A,1,0,1,1,0,0,0,1,0,1,0,0
UCCsj8yNKOZYpR8j932Non2w,0,0,1,0,0,0,0,0,0,1,0,0
UCCsmoVpBQ0biL_TYoH77dwg,0,0,0,0,1,0,0,1,1,1,1,1
UCD3kIX7L7yHlGGoeln4RuFg,1,0,0,0,0,0,0,1,0,0,0,0
UCD3u3SdRmL1mS39aNK79bcQ,0,0,0,0,1,0,1,1,0,0,0,0
UCD4gzEbeBc35-JIn8GR5vig,1,0,0,0,0,0,0,0,0,0,0,0
UCD4jfZH8CmKxGtHIJSuKDUg,1,0,0,1,0,0,1,1,0,0,0,0
UCD5GTdApoi409Hv_pl8iqOA,0,0,0,1,1,0,1,0,0,0,0,0
UCD7Pg0uHDSGf5x4EYReopQg,0,0,0,0,0,0,0,0,0,1,1,0
UCDDgR0eqbM_dp7eug-imLiQ,0,0,0,0,1,0,1,0,0,0,0,0
UCDI4j0HpFsuciDz17Oxpo5g,0,0,0,1,1,0,1,0,0,0,0,0
UCDIM2dQFj5CzHoyMsF74k-Q,1,0,0,0,0,0,1,0,0,0,0,1
UCDJW_dH5VsZyj1-6Gr8Dkrw,0,0,0,1,0,0,1,0,0,0,1,0
UCDVvK7ngis3eOjPcgQE1KRg,0,0,0,1,0,0,0,0,0,0,0,0
UCDWNg2WpVoi68dzLp7QehKA,0,0,0,1,1,0,1,0,0,0,1,0
UCDZhwvygxVId0deBAfD3eTA,1,0,0,0,1,1,1,1,0,0,1,0
UCD_uaBVlRwmB4R8ydSKVqOQ,0,0,0,0,0,0,1,1,0,0,0,0
UCDaMU2WZomg1ZLsyxNrTVvQ,0,0,0,1,0,0,1,1,0,0,0,0
UCDe1nbAlOkncedsqW-y8tNA,0,0,0,1,0,0,1,1,0,1,1,0
UCDeSOIuBNis9Nx8jLMJyYfQ,0,0,0,0,1,0,0,0,0,0,0,0
UCDfldzXh5eSu-jlz7IQB8oQ,0,0,0,0,1,0,1,1,0,0,0,0
UCDi0DmL9L0HocNjfraTGdKQ,0,0,0,0,1,0,0,1,0,1,0,0
UCDkYCI1H4NB8ERC-dMpZeyQ,0,0,0,0,0,0,1,0,0,0,0,0
UCDt10WTxSTPBpR4ulcLZz1A,0,0,0,1,1,0,1,0,0,0,0,0
UCDuL7xgYk0yKJ6BJ653qNMw,0,0,0,1,1,1,1,0,0,0,1,0
UCDwlA-u1-ZF-dksklAOVEJg,0,0,0,0,0,0,1,0,0,0,0,0
UCDwwJ3W_hwyo9GpVOspvb7g,0,1,0,0,0,0,0,0,0,0,0,0
UCDxMJ1NT0W1YFsYvMgFzKaw,1,1,0,0,0,0,0,0,0,0,0,0
UCDyiKRRikLGMJB2B5sPb3EA,0,0,0,1,1,0,1,1,0,0,0,0
UCE-D-itW4c3QksW4m8EiCCw,0,0,0,0,0,0,0,1,0,0,0,0
UCE0Aruy_hbfpeEhP5LuQ_Lg,0,0,0,0,1,0,0,1,0,0,0,0
UCE0ETB-j-qiXQiKPIG-0tCA,0,0,0,0,0,0,1,0,0,0,1,0
UCE26F7kJQ6lH_iYLpsElUFg,0,0,0,0,0,0,1,1,0,0,0,0
UCE3g0sDAxPQcw4Ja7X7WYPg,0,0,0,0,0,0,1,1,0,0,0,0
UCE4jnW_kJmBhYs0wmVS284w,0,1,0,0,1,0,1,0,0,0,0,0
UCE56A15UsdvkLMFcAOSjBSQ,0,0,0,1,1,0,1,1,0,0,0,0
UCE8ooTbWQAJi8hbVZUV-QiA,0,0,0,0,1,1,0,0,0,0,0,0
UCEDmLqbYpMg2cPjVmdbcHdw,0,0,0,1,1,1,1,0,0,0,1,0
UCEDnQNFCbNBP0lyChU_IsJQ,1,1,0,0,1,0,1,0,0,0,0,0
UCEDpcNnJydwdGHbrOx-SKMA,1,1,0,0,0,0,1,0,0,0,0,0
UCEKx2rwPMNMsBGztWcNeIxg,0,0,0,1,0,0,1,0,0,0,0,0
UCEMVVtKNQWNEqm92eXwHXqA,0,1,0,0,0,0,1,0,0,0,1,0
UCENAXw8TAqPSht7KSQ6VNSQ,0,0,0,1,1,0,1,0,0,0,0,0
UCEPExz1gciskA3RzZYNqn-A,0,1,0,1,0,0,0,0,0,0,0,0
UCEPOa7RUSGoIdpROYtYy3zA,0,0,0,0,0,0,1,0,0,0,0,0
UCEQNr2aP9UgS8B8cFkYxAjA,0,0,0,1,0,0,1,0,0,0,0,0
UCERT5AoVEwqFHmsNaIYeSCg,1,0,0,0,0,0,1,0,0,0,0,0
UCEWCWP0dy_pA18aEKxud1dw,0,0,1,0,0,0,1,0,0,0,0,0
UCEYejhUok5y7d5QXQcBrxsw,0,0,0,0,0,0,1,0,0,0,0,0
UCEYk401LPdxlAdSGtyrU7Mg,0,0,0,0,0,0,1,0,0,0,0,0
UCEZfq7r0TTYNzh-p9E1V1ZA,1,0,0,0,1,0,1,0,0,0,0,0
UCEiqdNNhNZ4Hj7evSHqPqHA,1,0,0,0,1,0,1,1,0,0,0,0
UCEj9y_9L69BDWTCeO4N6SdQ,0,0,0,0,0,0,1,1,0,0,0,0
UCEqMTXfxDXg92qxq1dmzWQw,0,0,0,0,0,0,1,1,0,0,0,0
UCEzcTclFRku9Lspw7hesIqg,0,0,0,0,0,0,1,0,0,0,0,0
UCEziWW2LHX1rG8XDmAJN6NQ,0,0,0,1,1,1,1,1,0,0,0,0
UCF-VYfBjb7uupcdELrrB58A,0,0,0,1,1,1,1,1,1,0,0,0
UCF0D8qqep7DOl3Ug0DbPrug,0,0,0,0,0,0,0,0,0,0,1,0
UCF5782AA0rilAGs_PS98_ZQ,0,0,0,1,0,0,1,0,0,0,0,0
UCF5YkKGR1X--8b86T5icBqw,0,0,0,1,0,0,0,0,0,0,0,0
UCF7LiOZTkl9FGsJ8Pb5d5CQ,0,0,0,1,0,0,0,1,0,0,0,0
UCF9cyz5l36Eb4kVpFP5Ud1A,0,0,0,0,0,0,0,1,0,0,0,0
UCF9y1vQ9IbA85iBgAPKj4mg,0,0,0,0,0,0,1,0,0,0,0,0
UCFDpUrDeDK5TRG63xeCQdAQ,0,0,0,0,0,0,0,0,1,0,1,1
UCFHG4s_JIsfaE4NhhJS2IpA,0,0,0,0,1,0,1,0,0,0,0,0
UCFIIUbw-N43Z-Phgxogmi0A,0,0,0,1,0,0,1,1,0,0,0,0
UCFJiU5Q2tb8nTkt2h3yaSFw,0,0,0,0,1,1,0,1,0,1,1,0
UCFPlxgtUi76rCXivUS4MAiA,0,0,0,1,0,0,0,0,1,0,0,1
UCFR0X75rua1_CJn3oGfVllA,0,0,0,0,1,0,0,1,0,0,0,0
UCFRR1LTW1k6rp9iUIRFvugw,0,0,0,0,1,0,1,0,0,0,0,0
UCFSKMxErKM089i-BPddNjKw,0,0,0,1,1,0,1,0,0,0,1,0
UCFU2o9K37kfh0VHtVQXPWfQ,0,0,0,0,0,1,1,1,0,0,0,0
UCFUC920UveTrh5L8AiBPPIw,1,1,0,1,1,1,1,1,0,0,0,0
UCFWvSX_Fd5h_NE8yKvS0Izg,0,0,0,1,0,0,0,0,0,0,1,0
UCFWzM08bCqNILVcgjhcqT2w,1,1,0,0,0,0,1,1,0,0,1,0
UCFZL5QrTLas3CPWi4gksT3Q,0,0,0,1,1,0,1,0,0,0,0,0
UCFZc1rya5DLdnFl8hkZ92Zw,0,1,0,0,1,0,0,0,0,0,1,0
UCFaqwcgTH60nv71jjM0ynIg,0,0,0,1,1,0,1,1,0,0,0,0
UCFbrIKQK8DUEQUMdnvI5dRQ,1,1,0,0,0,0,1,0,0,0,0,0
UCFbwUXtCuQQ4apVR4YjP5fQ,1,0,1,1,0,0,1,0,0,1,1,0
UCFernrRmaCRoOjZ55pwNxpw,0,0,0,1,1,0,1,0,0,0,0,0
UCFfY6VGOyqMEB_3UbpihSMw,1,1,1,1,1,0,0,0,0,0,0,0
UCFi_6eAyoszOhaEV5ODEz9g,1,1,0,0,0,0,0,0,0,0,0,0
UCFncs-T_n2Ksf1DBxRstfnw,0,0,0,1,1,1,1,0,0,0,0,0
UCFqAACh4ESbHFzM11xh38jQ,0,0,0,0,0,0,0,0,0,1,0,0
UCFv1Oom-YDvewN1lvE40KZg,0,0,0,1,0,0,0,0,0,0,0,0
UCFvF_j17A_D-kUslOhmhlyw,0,0,0,0,1,0,0,1,0,0,0,0
UCFvS3PnHaasTVxKLsgQ2hlA,1,0,0,0,0,0,0,0,0,0,0,0
UCFwFTtARglhl7IGq-t865QA,0,0,0,0,0,0,1,0,0,0,0,0
UCFwPQtqJUJsCT1K32G1-5_w,0,0,0,1,0,0,1,1,0,0,1,0
UCFysAvbOEvqhz78t3somv1g,0,0,0,0,0,1,0,1,1,0,0,0
UCG2FABSuQPWhTIOJyi5ZbEA,0,0,0,1,1,1,1,0,0,0,0,0
UCGFteZphdMTdEnlbuRpe5UA,0,0,0,1,1,1,0,1,1,1,1,1
UCGHpbzFaBZTh1gv3rxCkcqg,0,0,0,0,1,0,0,1,0,0,0,0
UCGIPuscStxbJ2X4tLR5v6jg,1,0,0,1,0,1,0,0,0,0,1,0
UCGMQwcRTinv3DgW609Ovkjg,0,0,0,1,1,1,1,1,1,1,1,0
UCGOPk7uJKsmlAcrrQT-Em0A,0,0,0,0,1,0,1,1,0,0,0,1
UCGUbQU4sYNqmm_5B2Rroj4A,0,0,0,0,1,0,0,0,0,0,0,0
UCGVCLmXJPH6RdcmkL6zvk_g,0,0,0,1,1,0,0,0,0,0,1,0
UCGWF-roQqHQIOHcCezwCzAQ,0,0,0,0,0,0,1,0,0,0,0,0
UCGajPt6XsqEhzeNnyzQJ_tQ,0,0,0,1,1,0,1,1,0,0,0,0
UCGc49DwG_XT5hh097ySbnew,1,1,0,1,1,0,1,1,0,0,0,0
UCGeqXW9kXlL4y6WMyxOCMGg,0,0,0,0,1,0,1,1,0,1,0,0
UCGl0yKbiPzwtwDQgUmSim4Q,0,0,0,0,0,0,0,1,0,0,0,0
UCGl2ekjRczG0mK4d_17Oa4A,0,1,0,1,1,0,1,1,0,0,0,0
UCGrH5qBmbSCycWLzy-hAtSA,1,0,0,0,0,0,0,0,0,0,0,0
UCGvUTWNVtXHS28knrO8FwdQ,0,0,0,0,1,0,1,0,0,0,0,0
UCGy8hMVW_rtvjiHalPp_0qw,0,0,0,0,0,0,1,1,0,0,0,0
UCH18YKYwn89RHqnkqmnpIGw,0,0,0,0,0,1,1,0,0,0,0,0
UCH1y2FmniGKjoB7KjrfrcYw,0,0,0,0,0,0,1,0,0,0,0,0
UCH3tRsAvHSsTi1LDC7l_PDA,1,1,0,0,1,1,1,0,0,0,0,0
UCH4GQz6j6P_DfWzfAFF0vpA,0,0,0,1,1,0,1,1,0,0,1,0
UCH5HohYG8TvMoxA7XhI87UA,0,0,0,0,0,0,1,0,0,0,0,0
UCH5SmePQqSenUAv8tsvWTRg,0,0,0,0,1,0,0,0,0,0,0,0
UCH5zBoluu-DiJ0R8CcGedvg,0,0,0,0,0,0,1,0,0,0,0,0
UCH9URGhHQ_MFnp1RlW9_Iwg,0,0,0,0,0,0,1,1,0,0,0,1
UCHCbTXJHv9bk-kngMQq205Q,0,0,0,0,1,1,1,0,0,0,0,0
UCHEkFIG6YOD5t0_x-sfEvgw,0,0,0,0,1,0,1,1,0,0,0,0
UCHKUUhkAt8EaXYAeLUPn8Sg,1,0,0,1,1,0,1,0,0,0,0,0
UCHLy-Dub9tVIDr4kem6OnYg,0,0,0,1,1,0,1,0,0,0,0,0
UCHMnkq-T2RLOdhHczr2mgfw,0,0,0,1,1,0,0,1,0,0,0,0
UCHUbDMXqjVbT5tWIsicHnkg,0,0,0,0,0,0,1,0,0,0,0,0
UCHWpl96KjxnwtWokRotwD9w,0,0,0,0,0,0,0,1,0,0,0,0
UCHWxsvjrJ4wWVzSfKB9wTTA,0,0,0,0,0,0,1,0,0,0,0,0
UCHYgG-eBMUo5tHMfmnbottg,1,1,0,1,1,0,1,1,0,0,1,0
UCHYjhDYvodIuMNVIRlqARQw,0,0,0,1,1,0,1,1,0,0,0,0
UCHcLs1E5uzBreRuH0xGwpWg,0,0,0,1,1,1,1,1,0,0,0,0
UCHeG6uJ8pvDxG6VH_iddB5g,0,0,0,1,1,1,1,0,0,0,1,0
UCHgEJRKrGLo6_KQebRvkxXQ,0,0,0,0,0,0,1,0,0,0,0,0
UCHgNZ1lX6BC8GKaOMz00n5g,0,0,0,0,0,0,1,0,0,0,0,0
UCHh8YgBGDHw4tJx9opCx3aQ,0,0,0,0,1,0,1,0,0,0,0,0
UCHkJhOYmzzCqN_wlw6SZtZw,0,0,1,0,0,0,1,0,0,0,1,0
UCHnBy2vTUn8TTdDWC5M_cYQ,1,1,0,0,1,0,1,1,0,0,0,0
UCHq-FjMlPYmHqAjnW44p7hw,0,0,0,0,0,0,1,0,0,0,0,0
UCHsRxMUnT65cE1R-uAS_fVA,0,1,0,1,1,0,1,1,0,0,0,0
UCHsqMqXQZ9K95YLCJWLbysA,0,0,0,0,0,0,1,0,0,0,0,0
UCHtpsJRyv8og3GQxrF-coLQ,1,0,0,0,1,0,0,0,0,0,0,0
UCHztRvvf7gcqnAW999ZPkzw,0,0,0,1,1,0,0,1,0,0,0,0
UCI-0Iod3eF5GgjBDZD99npg,0,0,0,1,0,0,1,0,0,0,0,0
UCI-c4S4Uh7BEzdHfMrTrhiQ,0,0,0,1,0,0,0,0,0,0,0,0
UCI2InUWLG30iqY5e2EalvcQ,1,1,0,1,1,1,1,1,0,0,0,0
UCI3iJmLozBWa7bLtX4nQwnw,0,1,0,0,0,0,1,1,0,0,1,0
UCI6NdOEXzjpEbaBDGb6txJg,1,0,0,0,0,0,0,0,0,0,0,0
UCI8ZWDh0hq53mCgCNTFzfAw,1,0,0,0,0,0,0,1,0,0,0,0
UCI8e9ezdnCo0XCMxD3T_tGQ,1,0,0,1,1,0,1,0,0,0,0,0
UCINSDxcNofl8Pj0aGlI42DQ,1,0,0,1,1,0,1,0,0,0,0,0
UCIRzpg4jFch7aX6-Moja-Nw,0,0,0,1,1,0,1,0,0,0,1,1
UCIUd7c2-N29IZaebbPKHc0w,0,0,0,0,1,0,0,0,0,0,0,0
UCIUpELGuZ5_hQ-7BfeH1nvw,0,0,0,0,1,1,1,1,0,0,0,0
UCIYJG2GEjkbB9LUfnAxaitA,0,0,0,0,1,0,1,0,0,0,0,0
UCI_EWgNs69q3dvAW8bj7Jjw,0,1,0,1,1,0,1,1,0,0,1,0
UCIb0CH4FR-iAQJ9l2zt6Trg,0,0,0,0,1,1,1,0,0,0,0,0
UCIc_WCIurQuj3Maf2n-ozlg,0,0,0,0,1,0,0,0,0,0,0,0
UCIfJiWRwKhXCjPE51dbMqVg,0,0,0,0,0,0,1,1,0,0,0,0
UCIlO-mBLpPvhJR1iDJ2ScVw,0,0,1,1,1,0,0,1,0,0,0,0
UCIlQ5LPPtQHHGshn2czah1Q,0,1,0,0,1,1,1,0,0,0,0,0
UCIlS3p8StCViFfc548qSrmQ,0,0,0,0,0,0,0,0,0,1,0,0
UCIo2K71MMfFdfHoO4CQnfhA,1,1,1,1,0,0,1,1,0,0,0,0
UCIqs5oh6u-GjXgcH4VuUVsw,0,0,0,0,1,0,1,1,0,0,0,0
UCIx8Bw7IEaYfioC-40xxx1g,0,0,0,1,0,1,0,1,0,0,1,0
UCIy23K5bEJ047ZRto_RSMOQ,0,0,0,1,1,0,0,1,0,0,0,0
UCJ-PBjKPCIfgDS6TMr8SAQQ,0,0,0,0,0,0,1,0,0,0,0,0
UCJ-jEcH-yJbsCztmZ_VnI_A,1,1,0,0,0,0,0,1,0,0,0,0
UCJ48lH3LktNF0jqaCYer8sQ,0,0,0,1,1,0,0,0,0,0,0,0
UCJ78YlNsQWn18Qth20cTnqw,0,0,0,0,1,0,0,0,0,0,1,0
UCJGPIxEUpRYUH-f3rmesb-Q,0,0,0,0,0,0,0,0,0,1,0,0
UCJLQvozD91XXCE-zPZfpvqA,1,0,0,1,1,0,0,0,0,0,0,0
UCJPLMjMsqP8njtnIelBPhwg,1,1,0,0,1,0,1,1,0,0,0,0
UCJUFRFcMxdqwFX-uPh4WJWA,0,0,0,1,0,0,0,0,0,0,0,0
UCJY5_7CJbpgqW6-tpXKQNJQ,1,0,0,0,0,0,0,0,0,0,0,0
UCJmA0V1LXxMznAZsefj4vEA,0,0,0,1,0,0,1,0,0,0,0,0
UCJnLliaT5nJpL3El-owTOcw,0,0,0,0,0,0,0,1,0,0,0,0
UCJpkhQcx9u1JPW6b7OGHpPA,0,0,0,1,1,1,0,0,0,0,1,0
UCJrEBCS-4rF6wHyc4sLETOA,0,0,0,0,0,0,0,1,0,0,0,0
UCJrNDaC5HYtuR7hn8ell_4A,0,0,0,1,1,1,0,0,0,0,0,0
UCJtvtzIbDPJDVh_Bw8pQ2Wg,1,0,1,0,0,1,0,0,0,0,0,0
UCJvcpf_3l-78VXVSbIj3Thw,1,1,0,0,1,0,1,0,0,0,0,0
UCJwI5OB7wMX_tw9FKM-ENOA,1,0,1,0,1,0,0,0,0,0,0,0
UCK-t_ko1mCAl7xzdNMIfkBA,0,0,0,1,0,0,0,0,0,0,1,0
UCK3BEzgpNKIf_KOiV35hmIw,0,0,0,0,0,0,1,0,0,0,0,0
UCK4KAUy-HAKoEOiE_XXjZAg,0,0,0,1,0,0,0,0,0,0,0,0
UCK71Xa8yBHllg1yUhD0v6Iw,0,0,0,0,0,0,1,0,0,0,0,0
UCK92KwVdaAa21H3Yw-w7ZnQ,0,0,0,1,1,1,1,0,0,0,0,0
UCKAGtmS3yLI4gZCng68u__A,0,0,0,0,0,0,1,0,0,0,0,0
UCKDgRZG-NirGvpd4M5QbKtw,1,1,0,0,0,0,0,0,0,0,0,0
UCKHRYOoiiVOLcjlutGX8Dlg,0,0,1,0,0,0,0,1,1,1,0,0
UCKJFRIa_PNd8WrEpP0j8Kfg,0,0,0,0,0,0,1,0,0,0,0,0
UCKLOR0JsABzXPa2cDhkd9eg,0,0,0,0,0,0,1,0,0,0,0,0
UCKLhS5Kzdr7jpb8DmTgxAIQ,0,0,0,1,1,0,0,0,0,0,0,0
UCKMmctA8PhYL2Sc6aK5lkbw,0,0,0,0,1,0,1,0,0,0,0,0
UCKNXs0GdCRWSLipNC7ubh_Q,0,0,0,0,0,0,1,0,0,0,0,0
UCKU3OoPCuxKoy9uUQTxxkMQ,1,0,0,0,0,0,1,0,0,0,0,0
UCKUHfnNk_9kGED_2WaXrYhA,0,0,0,0,0,0,0,0,1,1,0,0
UCKUrbHAtWjtXIZtYbyJ53sg,0,0,0,1,0,1,1,1,0,0,0,0
UCKXPOCG1DsLe2TmfMGNLpsA,1,0,0,0,0,0,1,0,0,0,0,0
UCKYG7SAFljWZukOmvls4JFQ,0,0,0,0,0,0,0,1,0,0,0,0
UCKZFSeG3JIVnFi1jfpZzTHA,0,1,0,0,1,0,0,0,0,0,0,0
UCKZVHOQtB9GcGuxD1HqMWaw,0,0,0,0,1,0,1,1,0,0,0,0
UCKazUhH9AEihTcDgSMq4oSA,0,0,0,0,0,0,1,1,0,1,0,0
UCKazkVudNQs8ZhwfXj_RNPw,0,0,0,0,0,0,0,1,0,0,1,1
UCKg0wHMaW2XY44-6B61mvSA,1,0,0,0,1,0,0,0,0,0,0,0
UCKhmObAF1UtqnXQUSRB195w,0,0,0,1,1,0,1,1,0,0,0,1
UCKnALOlQPa3LqmeNWLHXsyg,0,0,0,0,0,0,1,0,0,0,0,0
UCKnNsqQ2TeshnCrI9oJ1XEg,0,0,0,0,0,0,1,0,0,0,0,0
UCKo08nUrGTg_YN1gAliFnDw,0,0,0,0,1,0,1,0,1,0,0,0
UCKrGMrU-XtoL54-qFDxTSxg,0,0,0,0,0,0,0,1,0,0,0,0
UCKs-RLs_Xu5CHyAV1sWWoQg,0,1,0,0,0,0,0,0,0,0,0,0
UCKuG9aLmm7S02EoM0zBdThA,0,0,0,0,1,0,1,1,0,0,1,0
UCKvYa1SWqJXNqcvlmh7qW0Q,0,0,0,1,1,0,1,1,0,0,0,0
UCKxJp2lAo0STcqGhb7zavXA,0,0,0,0,1,0,1,0,0,0,0,0
UCKzDPq4kyFF_eWTipON8L6Q,0,0,0,0,0,0,0,0,0,0,1,0
UCKznQRJ7VshvJ5mMokjIlHw,0,0,0,0,1,0,1,0,0,0,1,0
UCL2Zp9wmnV9PMfaUKBEcESg,0,0,0,1,0,0,1,0,0,0,0,0
UCL2q9hfIu4sYmINyRfOYapA,0,0,0,0,1,0,0,0,0,0,0,0
UCL30cxyo5E8lk_iOK-aZYOg,1,1,0,0,0,0,0,0,0,0,0,0
UCL63Oxzwe4MdW8LI5PjNdxQ,0,0,0,1,1,0,1,0,0,0,0,0
UCL758311MM7JUu1iwhrJ2sw,0,0,0,0,0,0,1,0,0,0,0,0
