channelId,model_2d,model_3d,model_real
UC7VqT2rLOpVH6LmZsMbNyPg,1,0,0
UC7W2zxRLjrjatz2KoFn_E9A,1,0,0
UC7WY5VP-P-rSb2ES5npk8yA,0,1,0
UC7WiEMYYclGCpxppbxEvbJw,0,1,0
UC7YWr5lwet-_0af_cUo35Kg,1,0,0
UC7YnhCfEa2UEQQvQ0V5OQ_w,0,1,0
UC7ZGurt3dlsNFXYzgb2NBXg,0,1,0
UC7ZUsX5Lm-tTLZUg_7z0fig,1,0,0
UC7a0XW_EY-xERN05gslrByw,1,0,0
UC7b4AbeME2fPipioiKBLjfA,1,0,0
UC7chi3cNOdm40hcSTTfpu9g,1,0,0
UC7d2UBq_vLX7y67Lxrn1qdg,1,0,0
UC7gOcGgQmvPgeuDIBlahtTQ,0,1,0
UC7hJdXAlMxPQFRDBvpBzryw,0,1,0
UC7hYwJ0qChPWo9LUocv2ufw,1,0,0
UC7lDcWB9HvRy3D7kvBOXFOA,1,0,0
UC7lctwLuZJyr_J-mrSG59mg,1,0,0
UC7mrgARkfgkbsjJjtgelxaw,0,0,1
UC7nveTHQ4hYw8_xRrfeNUdw,1,0,0
UC7obnJstUxpQuyAa0XQDIyA,1,0,0
UC7oj8ZYOhwPljD330SBeAGg,1,0,0
UC7r_hkNSKN22RXRklZsPbWg,1,0,0
UC7sqwzDfJziWWUIaPWP4k6A,0,1,0
UC7sv0c4-80u2WPsAwJ2hcag,1,0,0
UC7tBQ_E49iglFj-Z_orxtaQ,1,0,0
UC7vEjdm4EFBGWkOOxxWR6bw,0,0,1
UC7vjGEbLNlo6ukrmeLKI7rw,1,0,0
UC7xdiXo7eiR1iOzOoHi-Rlg,1,0,0
UC7xyzq_Hd72-IbJVoz4DSrQ,1,0,0
UC7z19CC8DAH2iNXwBlqTeVw,0,1,0
UC83sikxky8zl07x_DoAwo6Q,1,1,0
UC84KcefSrNPR0oiDoS0j_kA,0,1,0
UC85cU9Q-o6_2PR_3NLisXhQ,0,0,1
UC85lV6xJp3YZEaAFIK8c-EQ,1,0,0
UC85p70c36OfpwaL8qRjzWNw,1,0,0
UC870IRzMEanbV-hr8HTpRBw,1,0,0
UC8D1oVrf3SAl0C-wz5bOLng,0,1,0
UC8DkiMyvlVGQFUUtavWn-vw,1,0,0
UC8FiYU_PdAdLv---nY2dHDQ,1,0,0
UC8IxIhztKzQMto6h6cf_JPw,1,0,0
UC8KO7UQQDE3ETTOhS9HJZiA,1,0,0
UC8LXwD_um1PHnHBMOBf3iMQ,1,0,0
UC8MGtENvoqoBWUpG3yPYe8Q,1,0,0
UC8MONOzQfwNPsDzwny52Mng,1,0,0
UC8N8aCuXn1mR0kPwD9VsTvQ,1,0,0
UC8OrkeTcj0aEQVWB74l5rzg,1,0,0
UC8Q8GhHR2Hx3gabitZ-2IIA,1,1,0
UC8RYKdY9W3DvmpvapUfsy4g,1,0,0
UC8S13GSwUAq5BVw7UG3BcaQ,1,0,0
UC8TH5Hn4IZi4MhGW8KeIEtw,1,0,0
UC8TdFW17I4OEPenpy7M8vSw,1,0,0
UC8UC2Hy-Zij60HiLu4VD-gQ,1,0,0
UC8XPv5NUWv-aMhSBpdKlK0w,1,1,0
UC8XeoIt9w0GdZPOYbFeNK0A,1,0,0
UC8Xfq87xcmxbKd7XL0ouVXA,1,0,0
UC8_76WFePzDssB4dR6DJ1VA,1,0,0
UC8dPb4ON_Kyspo62hu_J2dw,1,0,0
UC8jqnWIyghVwMzUb2mA0tHg,1,0,0
UC8kTiKqSYo0x37fJdAwO3sQ,1,0,0
UC8mnrvXyUWJZ4bB5XBLZpjw,0,1,0
UC8nYxM0Cl6GMrY-LboUktYw,1,0,0
UC8nZtTKVrJSgV-y93W-R1ew,1,0,0
UC8pHOwHgsAp2a4KYILgM0qw,0,0,1
UC8pTHuWLmSUcyVmGPXQ4nFQ,1,0,0
UC8rvbxCrJnsL_gZZajVoNQg,1,0,0
UC8t73HaIIyn9OcoHGcxrmHA,1,0,0
UC8vdVPxj9DOC4csrHnFsjwQ,1,0,0
UC8w23FEH1LglqQ69tj3HZ5w,1,0,0
UC8xqphvu2v-8WIuL8cjBccA,0,1,0
UC8yMxTziSKvQ41g6rxNcwKQ,1,0,0
UC9-e7NcdqK-ugc1L2YttNWw,1,0,0
UC9127w5CLmWugWcpdGGuKOA,1,0,0
UC92qVTPrPcdYuzBYC7OuoMA,1,0,0
UC92r6IX7Mgh42aSQSlCCzWw,1,1,0
UC92yNT02S2OZcIOSLVos30Q,1,0,0
UC93ak8E8r3fcj5E3jarMgVw,0,1,0
UC93u-UdFfEX0RD9E4BTZEwg,0,1,0
UC94NiQXdPedmfOE_qlIBd7Q,1,0,0
UC957p6P66AYSeeXBOmSRR-Q,1,0,0
UC97xVYzuU9Qid6vwFbf_oFw,1,0,0
UC99TMd9Tvyvp9bqc-qXEu8w,1,0,0
UC9AHbjW6O5c0NNTu4cJzhUA,1,0,0
UC9D2Yyv15jKQTSquB9dRKSA,1,0,0
UC9E1qttL-uO1dhfM6x0dl-g,1,1,0
UC9Fmi4-mfnNwN2A-NWZwINA,1,0,0
UC9IDJEu-7zirZynMpHKopeQ,1,0,0
UC9IM2pEu2jf4OMLacJ32tvQ,1,0,0
UC9Io4j2kf_LqbKp8nwvfHSQ,1,1,0
UC9JdF9lCxpKPajm-c3LoiqQ,1,0,0
UC9JiNgq-KATpMDp9dVzUZzQ,1,0,0
UC9KAh4g-p7DCsQS60dowJ8g,1,0,0
UC9KK2_sWvZJq7DO7E6ldRWA,1,0,0
UC9MO1RyH3g_yrLC1z7W1OJQ,1,0,0
UC9OTCumW8uDmKE3uQAJKVXQ,1,0,0
UC9OTK_dAm162C0t6wprDxXA,0,1,0
UC9OeH7eM25fvy9NgcpNSPgQ,1,0,0
UC9Olfqd5Qq4AunfpgAabfow,0,1,0
UC9S88PESIt-gDZvAS-Kt6-Q,1,0,0
UC9YFTktj2RgMhw4t2zKQNSg,1,0,0
UC9cBOjHbM8N_1iNZDEfGRxQ,0,0,1
UC9f_5p8AnQ6O8EsMiznPqVQ,1,0,0
UC9g6ZcCX9OUhy0QDi7DBTQw,1,0,0
UC9icYu399JfbJNkN3odr3iQ,0,1,0
UC9kgxfAMJTNjzEGaYm3Ae6A,1,0,0
UC9kxPMRTz5qqD97FMZ5Fxnw,1,0,0
UC9lXbdNoJFyRSF3EBYvzs6A,1,0,0
UC9opcrRCXBQxHBZ8axO1XBw,1,0,0
UC9pqyGtnnK7BLVV1aCd2_7Q,1,1,0
UC9qTGOH8ouDq18Plox9AGHQ,1,1,0
UC9qxVwsDcl8gJpxROQ3xMnw,1,0,0
UC9s5mlx4G1f74CqTLvxomUQ,1,0,0
UC9tIbmZZcWqFzPFPLhOJmjQ,1,0,0
UC9uJfbXlRftUIcbWWdVpX6g,1,0,0
UC9xLi_wsL73NHw6as0_x1Xg,1,0,0
UC9xcn33zRbepmrOa2XH_VxQ,1,0,0
UC9yCr44yTfX9hmK6AUteVKw,1,1,0
UC9ylolLkhApXTwX3wKMZtAw,1,0,0
UC9ywrvsXTsFcXq-Q4b5fhtQ,1,0,0
UC9zjZzmkJ4rY4QGr1XzbsXA,0,1,0
UCA-xGUKAwHwAiJhaPQMVE8Q,0,1,0
UCA5ODvtKpKovwxMGPN-MByg,1,0,0
UCA5eVHt4KnuvBxtAtZCpE2A,1,0,0
UCA6R6oRtyD-EqU_r9nVWUCg,1,0,0
UCA8gdv543INqOQAsWJ-CsqQ,1,0,0
UCA9gbbFQBpjJtOmn1290qfA,0,1,0
UCA9rUsXIvcW8XRpNu20jlmw,1,0,0
UCAB7gH8FN4W5RRWLdW6_n1w,1,0,0
UCABAG1PF8KACC36Rv3MBiqg,1,0,0
UCABwasNfJa0OkffDjXmRweg,0,1,1
UCADNdSgeTQYJWS2cv3_0m1g,1,0,0
UCAESUN6YqmhYvQPfj0orz0w,0,1,0
UCAF5P0_1MFBPbwFnlqXBCDQ,1,0,1
UCAFaAp6NB1c_LeZ-KlVy3aA,1,0,0
UCAHXSlCrDcvqTFuNLYMFGEw,1,0,0
UCANLeymgPsAa7NsRHS1TPjA,0,1,0
UCAPeg9xL7IQbI9ajHI9pStA,1,0,1
UCAShGS4qcNb7cB0fMQkJ_zQ,1,0,0
UCASzW_BhzenXWF38sVlCOTA,1,0,0
UCAU2tXyHVAPsVtVEpaSA9ww,1,0,0
UCAVAfKkC44WyLQk46mHkgTw,1,0,0
UCAX2AlCbBbzi0ZCIBSDXBhg,1,0,0
UCAZlBtPoq7Dkfu0FXg9qTHg,1,0,0
UCAasSDSUxd9BZbtZwqEHRSw,1,0,0
UCAbCaNyJ7rknepxwrfGqitw,1,0,0
UCAeya5DrlFjk5N-Q2QkjADA,1,0,0
UCAgpPiG2GLbae-LUV_A4NDw,0,1,0
UCAh0rzFLXEZPsczKpHhcYAg,1,0,0
UCAicTJ2JDTuO3PYBD_RZdFA,1,0,0
UCAitFHNH4kH73zrKwBYiyGw,1,0,0
UCApwM6fqaA9Af3g2Z0tGfmA,0,1,0
UCAq1uZSkg0DpQjtD6dnL9vA,1,0,0
UCAuoR0B0b-XTVdcIdmMWkGA,1,0,0
UCAwaT53ahBc7GLPW9FBec2Q,0,1,0
UCAyVARsY94T5JBiWmnwFc-A,1,1,0
UCB21dFufOAPxxq4jYMZwinA,0,1,0
UCB3C9P1nsF-ugE6TiJ1W3DA,0,1,0
UCB3KoGEb5UR2nBNoG26QgwQ,0,1,0
UCB65LjSO-nG4CS-e6f8jl8A,1,0,0
UCB6TvBo9J_6K12-iARSRmrw,0,1,0
UCB7nD9Qw055AFHhsDZMEziw,0,1,0
UCB7xErFMpLVkGw_Mm1a-nog,1,0,0
UCBCAR4cnCZrmVFB9Uz4lv3w,1,0,0
UCBD7Cs74ugOCzIGmiC8NUaA,1,0,0
UCBDqklAFOTUC3A4_1bGrgOg,1,0,0
UCBEN1kZLjq9AaltbJUceriw,1,0,0
UCBI8csOzU_Gi7mBl4bjdCnw,1,0,0
UCBJkNJmYodbQDVgAr8i3REw,1,0,0
UCBKzNNiJV88UX2i7-vbEDsg,1,0,0
UCBL8P81ucPTAsfalU8cIkIw,1,0,0
UCBLD5wLVqtZYINkVBKkftbw,1,0,0
UCBOXNvvRegV74XXD5ZtgIMA,1,0,0
UCBQ--PU3ltv_86COsAPyV7w,1,1,0
UCBSFolYDITsu8aFt4rnWn9w,1,1,0
UCBSzb7D9ylJKLH8WHaHn4hg,1,0,0
UCBUIvESz_0qqu4GQVuC5lew,1,0,0
UCBUuF1UitgZLLWI86PciC-A,1,0,0
UCBVhckurgWnUnyT_7LVMNLw,1,1,0
UCBVyim-addVZmKvh6LBbWhw,1,1,0
UCBWi2qk4NclI4oKa-DWclgw,1,0,0
UCBXjpwvZu8Gf04nftptNpjQ,1,0,0
UCBYE2jpAeDBg6hlV6ur5DYg,1,0,0
UCBZ55VHxM806t97C07pcdWg,0,1,0
UCB_e_UxUs5hJK7g9sJgOExw,1,0,0
UCBaXSH_JwvNwnVGWeNydXEA,1,0,0
UCBam7rbZHakS8UO6_I6-PQA,1,1,0
UCBaufHgQckZL6BGOnrZhknA,1,0,0
UCBc7J2aI-ck-yuK7LyEJ9wQ,0,1,0
UCBcrDGLNodQvNZH4FNW_-XA,1,0,0
UCBjtzMcl4x7CvfgepDYW8vw,1,0,0
UCBld8zTgiY5uPaS0OD27_2A,1,0,0
UCBodq8yxDBR_a0ONHwzQy8Q,1,0,0
UCBpQOPcTVeZ2irh_FzSyIbg,1,0,1
UCBpiftUmkuZOFkQKV4RAizA,1,0,0
UCBqLZdZrloyaN3SrJR7B0ew,1,0,0
UCBqZQkDXhMDLhL6_flBTWcw,1,0,0
UCBroSxsBtYWhdnxOCQyYt9g,0,1,1
UCBrqv6A5HxuvWncu-1SB08w,1,0,0
UCBsVUeDX45EDbWGy3CpzKCQ,0,1,0
UCBswHNUXLYhVc1A0OlAsukw,1,0,0
UCBuvOFJX2VvJDpdXgajVrkw,1,0,0
UCBvpFW2TsGmPj_3aoS1K82A,1,0,0
UCBx8e4d0qFJ-GkYXTTj1tHA,1,1,0
UCBxPR8bhNq1f7HMN6eAyDrg,1,0,0
UCC-Ss8PwsRKjJkfQ0sbbMRg,0,1,0
UCC0MIMnQdNWzREHb2LMaLjA,0,1,0
UCC3_SXQqnyEdHEOUJDa3kTQ,1,0,0
UCC5unHupGeD5yqq4_rK9BEQ,1,0,0
UCC9FifQ3SJ-FJ-_nGjN8BiQ,1,0,0
UCCADJJ2nB2ejfoa4MRmTazg,1,0,0
UCCAFzhP14E6caMkkLtZq8-Q,1,0,0
UCCAqJSuxj9X42VEnOdmSIcA,1,0,0
UCCBY4zONvdhJ4-T9H5JJG5g,0,1,0
UCCCpeXC7rkBG84KqAsXjWoQ,1,0,0
UCCFHLm1I53Utx6L2tmw5Z8w,1,0,0
UCCH0l2QD-bdiQkbrt9Yns7g,1,0,0
UCCI-zQsuYuvLmPmZEVfgfCQ,1,0,0
UCCJ1PatN2VW1cgTG3Xxxoag,1,1,1
UCCKEIHNHTjahlpI9mkcJl1g,1,0,0
UCCOO1eldASxbdac2ObbERTQ,1,0,0
UCCPnbxyE83QL7Fhy0DB0ONQ,0,1,0
UCCQCwNxD2HJTDM_8dcj5r3w,0,1,0
UCCUqOwZ_RwOo7TACkcniH7A,1,1,0
UCC_BCPm3x_rbOrQeSgFZoaw,0,1,0
UCCaQH3Od5C-LJMyC8FkFIhw,1,0,0
UCCcI8nPrZ5z6qSUAX-6ZnmQ,1,1,0
UCCcn0MBWhlSV3yNL0frrI8A,0,1,0
UCCdgnVyLnZ6hRNSfTK9rg5g,1,0,0
UCCg79cQV8I571YIFVz0lpBQ,0,0,1
UCClO32Y1lZNC2d_45T65TGA,0,1,0
UCCnXl3KbPPnkSiW7UxazBhQ,0,1,0
UCConkYb_KpxKBCn2r5RUJqg,1,1,0
UCCr2hPTVLM4-PmJF2OQDMuw,0,0,1
UCCsZdeAsoaK6gbhO8X0r0mg,0,1,0
UCCsj8yNKOZYpR8j932Non2w,1,0,0
UCCuvJav5RaiRD2enWfptItg,1,0,1
UCCvfzwi4jSaaEzpDtS1uCqg,1,0,0
UCCwedbOIXxubr7_d2-7bM3g,1,0,0
UCCyWfP0WRb6MWtVMvkacWGA,1,0,0
UCCzcB7oqGc9MUCOxmkI41_Q,1,0,1
UCD1Xud2esk137qi51agrGJA,0,1,0
UCD2LcsmNpEjbfOF6Q_hRp-g,0,1,0
UCD2Q5aVyZdHdpT-1QPs1T-A,1,0,0
UCD3u3SdRmL1mS39aNK79bcQ,1,1,0
UCD4KN9vXFK2Nn2LKQCNk7Cg,1,0,1
UCD4gzEbeBc35-JIn8GR5vig,1,0,0
UCD5GTdApoi409Hv_pl8iqOA,1,0,0
UCD7Pg0uHDSGf5x4EYReopQg,1,0,0
UCD8LrwqVCkc7knFKfQbgv9g,0,1,0
UCD8OsVQsGT7TXi-ZwGNLEGg,1,1,0
UCD8gHzn3oyXJiCJbKh_VooA,1,0,0
UCDAVX1y7TLqZpUurF-OoIRQ,1,0,0
UCDBRlXWkt9TElS3gqP1K8RA,0,1,0
UCDDgR0eqbM_dp7eug-imLiQ,1,0,0
UCDGAbHoE7WvCCmrwO9P2bYw,1,0,1
UCDI4j0HpFsuciDz17Oxpo5g,1,0,0
UCDIM2dQFj5CzHoyMsF74k-Q,1,0,0
UCDITdCw9d3kA_q0EgWZYtAg,1,0,0
UCDJW_dH5VsZyj1-6Gr8Dkrw,0,0,1
UCDM2rn2PjVwPuOL2eLqNExg,1,0,0
UCDMifKvJ8SgNTkfHenpc3Wg,1,0,0
UCDN3g0e86s64dvG6udZr5EA,0,1,0
UCDOLEPJW17EXW8RFExcIzKA,1,0,0
UCDRFcMgYsYvtsjCTQpoyYOA,1,0,0
UCDT0PEWZ_iOzBt39h657iJQ,1,0,0
UCDWNg2WpVoi68dzLp7QehKA,1,0,0
UCDWdMYM-h547qM37mialyig,1,0,0
UCDWpwd8wGBu2R4coo7ZUhRA,1,0,0
UCDYP2LlWBzWsQB8k7K0ySfQ,0,1,1
UCDYwGe72TZOvqC27LsDw59A,1,0,0
UCDZhwvygxVId0deBAfD3eTA,1,0,0
UCDbxnl785V4TmRZuz_oh3xw,1,0,0
UCDcxcKdc6LU2P64tXD5LZRw,1,0,1
UCDdbVh8ArVbnmA0f7qaU5KQ,1,0,0
UCDdl9f5e78Cbu2tCMoEZz4Q,1,0,0
UCDe1nbAlOkncedsqW-y8tNA,1,0,0
UCDeK6jKvylQmLn_ESw_nh2g,1,0,0
UCDfldzXh5eSu-jlz7IQB8oQ,1,0,0
UCDgktAtUFTrEcMaaubiiygA,1,0,0
UCDioXxuKe8HWeL478FAOQ2w,0,1,0
UCDj-ANY9rfOUwPURh37hBVQ,1,0,0
UCDjxy7x_EStkpaVpGz_scqA,0,1,0
UCDkNaX4q4gkic3SNaGZ7CBQ,1,0,0
UCDlTygk6Sjno2bnntb0xsVQ,1,0,0
UCDqp3uRDgFMSyNnw_Zv7O3Q,0,1,1
UCDt10WTxSTPBpR4ulcLZz1A,1,1,0
UCDuIuHNS2bkL3MS--p6ar9Q,0,1,0
UCDuL7xgYk0yKJ6BJ653qNMw,0,1,0
UCDv5CmuUDjFwj0VQqRftMyg,0,1,0
UCDwwJ3W_hwyo9GpVOspvb7g,1,0,0
UCDxMJ1NT0W1YFsYvMgFzKaw,1,0,0
UCE-D-itW4c3QksW4m8EiCCw,1,0,0
UCE0Aruy_hbfpeEhP5LuQ_Lg,1,0,1
UCE0ETB-j-qiXQiKPIG-0tCA,1,0,0
UCE1AgTSmCnLQim2FqD-lxSA,1,0,0
UCE1x9QhSGuUJ91MaPx7al8w,1,0,0
UCE3g0sDAxPQcw4Ja7X7WYPg,1,0,0
UCE403uSw7UlF9t9cinOmzjw,0,1,0
UCE4jnW_kJmBhYs0wmVS284w,1,0,0
UCE56A15UsdvkLMFcAOSjBSQ,1,0,0
UCE5NNIhWNUx41Pc3zVSl7mQ,1,0,0
UCE8ipsSb8BL7DzamfoO3uhg,1,0,0
UCE8ooTbWQAJi8hbVZUV-QiA,1,0,0
UCEACCCdntJ1stRmCQjPEBeQ,1,0,0
UCEBO2cX-0hSyRVTldccGmcw,1,0,0
UCEDmLqbYpMg2cPjVmdbcHdw,1,1,0
UCEDpcNnJydwdGHbrOx-SKMA,1,0,0
UCEDxnehBrwjmNM9KdTGAxEA,1,0,0
UCEE4OQE-eA21Nw-qJ1y4szg,1,1,0
UCEERC58UH4eSbTPm-GcZq-Q,1,0,0
UCEF8RpvamACeklDeObFRaiA,1,0,0
UCEGR8objLFpWmWEcaSQuZ1g,0,1,0
UCEKx2rwPMNMsBGztWcNeIxg,1,0,0
UCEMUIY6C3Wdccagrjt-OkUw,1,0,0
UCEMVVtKNQWNEqm92eXwHXqA,1,0,0
UCEPExz1gciskA3RzZYNqn-A,1,0,0
UCEPOa7RUSGoIdpROYtYy3zA,1,0,0
UCEQAemeYn2W_4-mHrHJAS-Q,1,1,0
UCEQNr2aP9UgS8B8cFkYxAjA,1,1,0
UCERT5AoVEwqFHmsNaIYeSCg,1,0,0
UCEU6Dx6e4U0LX4yAQ4bb-PA,0,1,0
UCEWK4Ip5Awmp60AHHaXhfBw,1,0,0
UCEW_OjUQCMFL6uXJ_G4qEGg,0,1,0
UCEXs1wJNXoGKvHZsMBtDFpw,1,0,0
UCEYk401LPdxlAdSGtyrU7Mg,1,0,0
UCEZfq7r0TTYNzh-p9E1V1ZA,1,0,0
UCE_1NlWIR3YQyJnBGPlOrRw,1,0,0
UCEawwbJ-n-SFe-6VSkzLwFA,1,1,0
UCEeyIKQpeM_V1Dkckls-SKw,0,1,0
UCEgTdDB6zpFr83FMJwyIV0Q,0,1,0
UCEj9y_9L69BDWTCeO4N6SdQ,1,0,0
UCEpmfiO6i9RGQE3otz1g1Kw,1,0,0
UCEpzIOTdK4-CnfYzjQz9QUA,1,0,0
UCEqMTXfxDXg92qxq1dmzWQw,0,1,0
UCEsCmUi0rOJ4Krhxvy_UzIA,1,0,0
UCEsl9WnwNrd7lrdc-QbAIqQ,1,0,0
UCEz6GoWBpJlY4kHPDaOJQ6w,1,1,0
UCEzcTclFRku9Lspw7hesIqg,1,0,0
UCEziWW2LHX1rG8XDmAJN6NQ,1,0,0
UCF-VYfBjb7uupcdELrrB58A,1,0,0
UCF3Tx4phmHPBTW7DmtBgCxA,1,0,0
UCF4YCopTckUNvkXuZ0d56LA,1,0,0
UCF5782AA0rilAGs_PS98_ZQ,1,1,0
UCF5YkKGR1X--8b86T5icBqw,1,0,0
UCF7LiOZTkl9FGsJ8Pb5d5CQ,1,0,0
UCF9cyz5l36Eb4kVpFP5Ud1A,1,0,0
UCFDpUrDeDK5TRG63xeCQdAQ,1,0,0
UCFE1tNuFHvTLPitvPbtEEFA,0,1,0
UCFGQbK3x3gVKnxjkXeXSy5A,0,1,0
UCFIAtyXz7XgNND_2GlE6t3A,1,0,0
UCFIIUbw-N43Z-Phgxogmi0A,1,0,0
UCFJ6QoVojaA7T1Yfr_NiLEw,1,0,0
UCFJiU5Q2tb8nTkt2h3yaSFw,1,0,1
UCFKuSOAoyRtDsSEMCspy2ZQ,0,1,0
UCFLbFLaQM7qi3--0acd4SRA,1,0,0
UCFMXP4GCzVMw_WyQ4NeZ_Uw,1,0,0
UCFNQtp0eJf7IGkYZqLIpi6A,1,0,0
UCFPlxgtUi76rCXivUS4MAiA,0,1,0
UCFQbZhQv-ZByTrn7blnuVqg,1,0,0
UCFR0X75rua1_CJn3oGfVllA,0,1,0
UCFROaN5dGbTyhRrQ-gbgw-Q,1,0,1
UCFROmxc75iuQLppMj1wxLdg,1,0,0
UCFRR1LTW1k6rp9iUIRFvugw,1,0,0
UCFRdPgl5HuceqfRXcFZuYBA,1,0,1
UCFSZNbsdrsayAn7Uu_iGN0Q,0,1,0
UCFU2o9K37kfh0VHtVQXPWfQ,1,0,0
UCFVW-FyndaGWeoPLbMfNHnQ,1,0,0
UCFViG19l7Z9lhL6bt7a8xug,1,0,0
UCFVkfdFmaOh7BCtrqw8YvaA,0,1,0
UCFWvSX_Fd5h_NE8yKvS0Izg,0,1,0
UCFYDfMQcgK-J8UVCAjjZxWQ,0,1,0
UCFZc1rya5DLdnFl8hkZ92Zw,1,0,0
UCFZqzJGTSFYgJsOE9eI3BRg,0,1,0
UCFahBR2wixu0xOex84bXFvg,0,1,0
UCFaqwcgTH60nv71jjM0ynIg,1,0,0
UCFbrIKQK8DUEQUMdnvI5dRQ,1,0,0
UCFernrRmaCRoOjZ55pwNxpw,1,0,0
UCFfUJjlnJuV6gBV9slIJ0-g,1,0,0
UCFgkKJRLZ-XepNDuYnpgFhA,0,1,0
UCFi_6eAyoszOhaEV5ODEz9g,1,0,0
UCFlciQKZV_Fwt0M9vDGVU4Q,0,0,1
UCFmDpcDcH_1zRxIs-VO4P0A,0,1,0
UCFncf_dDaabeQBu_u5j3SHg,1,0,0
UCFpxoltilHCmuHWeERqsUlA,1,0,0
UCFqAACh4ESbHFzM11xh38jQ,0,1,0
UCFrNQwHtywjFgiIvR40leNw,1,0,0
UCFsudKrNW2LdJWQakWTar1g,1,0,0
UCFv1Oom-YDvewN1lvE40KZg,1,0,0
UCFv3F_vRWdTpoOl3bT97E7w,1,0,0
UCFvF_j17A_D-kUslOhmhlyw,1,0,0
UCFvOkiBFRo3k7v5GAvTKR6Q,0,1,0
UCFvS3PnHaasTVxKLsgQ2hlA,1,0,0
UCFw-HouXA5yIFsr2PgDNi9w,1,0,0
UCFwFTtARglhl7IGq-t865QA,1,0,0
UCFwPQtqJUJsCT1K32G1-5_w,0,1,0
UCFxbaT9p641fEpdbo693Y1Q,1,0,0
UCFy5SQC3_gG9dqIQv_dXgLw,1,0,0
UCFykKZJTwH4gssL6awbD8TQ,1,1,0
UCFysAvbOEvqhz78t3somv1g,0,1,0
UCFzp7rf9WoBygNbajeh7FNQ,1,1,0
UCG0JIAOHT9q5NdNaHhsblRg,1,0,0
UCG1q0eZUnhudzZ1K44g2gbQ,1,0,0
UCG2FABSuQPWhTIOJyi5ZbEA,1,0,1
UCGDwASXC-4P3rxvWHKfJbGg,1,0,0
UCGF6P7M9P7Kmu45M14AdTOQ,1,0,0
UCGFteZphdMTdEnlbuRpe5UA,1,1,0
UCGG746hJJbH1VcK6Dlu5Wkw,1,0,0
UCGGtI2NX9ltnMdNUxyB93rQ,0,0,1
UCGIPuscStxbJ2X4tLR5v6jg,1,0,1
UCGNyqlBfx15sGx_6_8-6Quw,1,0,0
UCGOPk7uJKsmlAcrrQT-Em0A,1,0,0
UCGPSFuwGTnXWjdfylWgwAiQ,1,0,0
UCGRXv4ZRRqUTPg0eASMd9hA,0,1,0
UCGUNLVzm4HuKRKWgNoxgfcQ,1,0,0
UCGUYDtiq00tGeyqx7CR87Jw,1,0,0
UCGUbQU4sYNqmm_5B2Rroj4A,0,1,0
UCGWZtHLzEyN4Y3yuBem3yZQ,1,0,0
UCG_ZZKYCmkNIOI_hQZXcLIA,1,0,0
UCGajPt6XsqEhzeNnyzQJ_tQ,1,0,0
UCGbbbztyuZfL8FPlHeMAT6A,1,0,1
UCGbgeL9RuDXxaBnE-u8IyPw,0,1,0
UCGc49DwG_XT5hh097ySbnew,1,0,0
UCGdDMOBzzTr15xqsZSFr-pw,1,0,0
UCGeNW1KujeFdhf1ZqBciEsQ,1,0,0
UCGfJWf21opTGXxAM-68VRTg,0,1,0
UCGgx1aMuhbgYNrjh4dI80Rg,1,0,0
UCGh3Pp68WI8-Bf3sityIzYg,1,0,0
UCGhGLjOhmqfVWmq7AiugHyQ,1,0,0
UCGl0yKbiPzwtwDQgUmSim4Q,0,1,1
UCGo-42CUnerY4l0Uk8abSAA,0,0,1
UCGoJBGIZpiXrYqqArP4IT-Q,1,0,0
UCGrrfStdPnIR0sOuqux1r5w,1,0,0
UCGryQ6w6ioG3LLUNYxpgFAQ,1,1,1
UCGsyHTX1cLWc6qRfcOi9KmQ,0,1,0
UCGtGsif-3N7LlXE8ptG_bsA,1,0,0
UCH-uYKPBPeco5SC3YxiXg5A,0,1,0
UCH22sEA56jn-kdrEo6Y25Ww,1,0,0
UCH2RGCJVP3XMAkErRRhDUOA,1,1,1
UCH2z-aXL8byFS4XoCuLvHCw,1,0,0
UCH3tRsAvHSsTi1LDC7l_PDA,1,0,0
UCH4GQz6j6P_DfWzfAFF0vpA,1,0,0
UCH54t7n_6Vk4rfFYO7mNjQA,1,0,0
UCH59NS2avuAzIEnPEyhS_HQ,1,0,0
UCH5HohYG8TvMoxA7XhI87UA,1,0,0
UCH5zBoluu-DiJ0R8CcGedvg,1,0,0
UCH7a2AZ_erVRmTJWxIAgNyA,1,0,0
UCH9URGhHQ_MFnp1RlW9_Iwg,1,0,0
UCHBT-XK2obs11icZTlpC3-Q,1,0,0
UCHKUUhkAt8EaXYAeLUPn8Sg,1,1,0
UCHLy-Dub9tVIDr4kem6OnYg,0,1,0
UCHM343Zqw-Wsl0pJ_pRziyA,1,0,0
UCHMnkq-T2RLOdhHczr2mgfw,1,0,0
UCHUHGtu8NsD6AjRaxjmISng,1,0,0
UCHUad7dIcNXLza3o5GU9itw,1,0,0
UCHWxsvjrJ4wWVzSfKB9wTTA,1,0,0
UCHXG0QFi6oWIWI7rPVvnT-w,1,0,0
UCHXfKvjkFHnAW5wP97cJwjQ,1,0,0
UCHYUp4H9h_p5ljRKNk5fZDg,1,0,0
UCHYgG-eBMUo5tHMfmnbottg,1,0,1
UCHYjhDYvodIuMNVIRlqARQw,1,0,0
UCHZF3CZbGrr508jAyY_lDSQ,1,0,0
UCHcdBbQ7aDFpLavqVjdZncw,1,0,0
UCHdwItZOqhxuJDm6B2S61fw,1,0,0
