channelId,collabo_level
UCEYk401LPdxlAdSGtyrU7Mg,5
UCFLbFLaQM7qi3--0acd4SRA,5
UCkoPr18oHbBQ44GZspeQ9qw,5
UCWH7xY8y2hxyUVLMavygj2w,5
UCvV9_2RYlz7x8VuPEpuxYVw,5
UCwF5GxLFMMkEjDdky4G-33A,5
UCg2n2aNz5CB7j9kVkrd7-MQ,5
UC9JiNgq-KATpMDp9dVzUZzQ,5
UCMp5hNW2Eb4Xl3EW7NQRvGg,5
UCHgNZ1lX6BC8GKaOMz00n5g,5
UCnMDJ28oUjcr22UQomtYfHg,5
UCYa264jRXi8ilL7dlqzCBOw,5
UCzAMyekA1bmg3-8G_tJtkfw,5
UCiIij-mxBByYd4vzZjwILbw,5
UCP3POt7w6ONR-yi7RgyfAKw,5
UCK5N7cGh-BryHlxL243Nc9w,5
UCq23dJoZHobdst-aLnSSAdg,5
UCqlxsIDazeloZoyAsF0WFEg,5
UCa32Gu2Wo8EepUHEdLjfRVA,5
UCfAR5VKJL1nj-lSotjFB13Q,5
UCfsii5x0N_W7yGmIRK1yxeA,5
UCS3_IFdRf8q0Y6SQAoYdp-w,5
UCHWYV-Ak0kYQq5vIXSqhnGA,5
UC1ytaQO88HN_vGbCzxK44Hw,5
UCYLn1xts4mDfDEZAAZFAk4A,5
UChpJY_G_fRTsD4wk9R8m77Q,5
UCUPZ3u34tc0zojI8B7YO7vw,5
UCJpkhQcx9u1JPW6b7OGHpPA,5
UC_uhr-B8-kiDtUgXjaPhmjw,5
UCaRlZnAVCnNL-EK1dWyp1BQ,5
UCkJc4Ew9crDhwGdCh_1TeCA,5
UCMPPvsvTE4a4iBTj6NvQMZA,5
UCBWi2qk4NclI4oKa-DWclgw,5
UCslIW2gN6O0GC7XZeB6Xa8w,5
UCcarhClL3UuF19BpiKcIG8g,5
UCOrjRyXJpMzfQFLWuWzGwlg,5
UCE26F7kJQ6lH_iYLpsElUFg,5
UC--CIQrRRGbLzEtp8ovlAzQ,5
UCkM8Onz2D0kMAfMt2doFJ3A,5
UCVbK_r3xC6HKN_dOft6iLVg,5
UCv0FE0v0AgCdqBATxH-rj-w,5
UCvq9wEcqUYJeyrtTYplh1mA,5
UCetLT27OBtk1uHgTO9yntow,5
UCfcMCHWc7DmnuLuusOZI_aw,5
UC4mNNzOFcNJ2q537uaQQRRg,5
UCRpSY2gdWH3uvCulG3dgLKA,5
UCH2z-aXL8byFS4XoCuLvHCw,5
UC1g_14URE3lKvpFgLg_BbOw,5
UCn3t1cFmTNuMGWuHeZ0kC4Q,5
UCY-rzz8F3xdJ9NS3Y5iAGjw,5
UCyzZB-zCayJsVLfRuVWa6aQ,5
UChXaRRDmJoKmQvkXCwWj_Ug,5
UC6wwNiw5tthtFlPtDSlGf6Q,5
UCUEE-s77sGZWqLoozx5sz8A,5
UCJPLMjMsqP8njtnIelBPhwg,5
UC3qm7Q7Yv0qKRZahNLgSCxQ,5
UCph_IG9evNhhE7I4-c--sBA,5
UCqNVsMvPeL7ixm_wzboK5RA,5
UC_jRgCMcNAXH3WQJ70Doz0Q,5
UCa8A_GjBqEEOg3MU9wKye4Q,5
UCk5_FAzxe7TvtvgjEfHqfkQ,5
UC9-e7NcdqK-ugc1L2YttNWw,5
UCLzfoNwpJhmC2kXb3duDt5g,5
UCBOXNvvRegV74XXD5ZtgIMA,5
UCsYTo7sbfjVyWSwQPkvP8Mg,5
UCcMXcKhp_AYVf_SPCs1JpCA,5
UCOP2ZEJr1RhC-K7MxP2efGg,5
UCDj-ANY9rfOUwPURh37hBVQ,5
UCujFEHlt4hMWo4BNrp2xaCQ,5
UCv_jGH9rRBSDanGgQ9XhWgg,5
UCecYDdRQHOpQQFkYkyG11zQ,5
UCfFnrr49nFp6IyQO9ouI2ag,5
UCRBmaGfB_ZavwYTGP3dC4oQ,5
UCGl2ekjRczG0mK4d_17Oa4A,5
UC1B8BqE9nhTIVh-egZPGZbA,5
UCmnGA46_uyzCmOQwJxG_nvQ,5
UCXrRkb7n5aXAxFSetfpe29Q,5
UCyeQ4GzjaE7bz2JZ14GsOVg,5
UChFietWerysB2rBdXGhgqIg,5
UC6dhdicHtZKShC0sjIsDFHA,5
UCTqWRO7U3xZbDdg28NJYrmA,5
UCJAYfbim3nYOeG8Vlqw448A,5
UC3cAtBDebivbwUqXRjd3p2A,5
UCpM8r7OGvyeo_RUIAKExz6w,5
UC_OtFUM4qXyk4MgyQZkN9mw,5
UCjoB4AqOemLVMb0GVChW6mg,5
UC8_76WFePzDssB4dR6DJ1VA,5
UCLeQ-pKNn3wrw4zzhrmFJPw,5
UCB7nD9Qw055AFHhsDZMEziw,5
UCsGBTa5Q16KODMvjyfCqBAQ,5
UCbzcrlew8CX9qMf5Sn5bakw,5
UCOBm3VHtlJAz49sMiziMeBg,5
UCDaMU2WZomg1ZLsyxNrTVvQ,5
UCuLIY9bY_ITB9UXlDyQ77pA,5
UCeJWc7XvjRPA21ONtpjKoig,5
UCQsQe9ScZ93MTpyhOadgq0A,5
UCGVCLmXJPH6RdcmkL6zvk_g,5
UC0wRZEsUZNdI5rJjupSx-oQ,5
UCmcshaG9nZB_9fwsxva5VxQ,5
UCXd9a3ZLaBbeFAz3lZOwkOg,5
UCyPGVE5M6d6nK5JA1wIc07g,5
UCgyxG91nNr1hO4nsu2b6GxQ,5
UC6MjPTgQT0_oGsBVdX5nZUw,5
UCTbrLOPF6jX__UNHT2GMKTg,5
UCItuMhcRq75SLqanUJxdEHg,5
UC3IyKqfP9hN8ecTTDm4ai9A,5
UCp9n6YpPbm2yPfyuDhSLAzA,5
UC_-UeNLnsCOebsOau344gqA,5
UCjW4bxZOkwe41zDQCXBIuEw,5
UC8HndhtsWlYlr5oQcBEXzSw,5
UCLLb1-GxxtiTScQnqTYVbVw,5
UCAX2AlCbBbzi0ZCIBSDXBhg,5
UCrogPOrHYVBY0dUHPU6OrFA,5
UCbcvWPWVSpghOhXQS_fEyBQ,5
UCNuSkjcdQbSRhulwkfZPoqw,5
UCDT0PEWZ_iOzBt39h657iJQ,5
UCu4eqsjdkS3_bTBU0auG-qA,5
UCe10wQFN1Z5G4vcAn5W4xXA,5
UCQb4rUTrgEUlEf4vN7e87Dw,5
UCG2FABSuQPWhTIOJyi5ZbEA,5
UCmPPTbU_tEgv_tF_hJ4LyTA,5
UCXK2qYdWM3ICiaxM12D9j0g,5
UCy02XeJSsURLjSNMq3KTVjg,5
UCgga1fREEsZaTqSJYqo_2sA,5
UC67dRnqgCjHyR_jBUqmwopA,5
UCTOmVNKD-Ty2cAKQSrxSbKA,5
UCIfJiWRwKhXCjPE51dbMqVg,5
UCopwh1V5xQC5GGZqEN4_0bQ,5
UCZpkDnh40HJ8e1nyKkl1Qgw,5
UCzyMTeMEEJS-VzFIeyHjXCg,5
UCjD5hgcw2tWajoUwAsgg8DQ,5
UC7y5cgWoH_gDTVTn5Loc1QQ,5
UCL63Oxzwe4MdW8LI5PjNdxQ,5
UCA9zKYpV9vLdT2DmNMsT6jQ,5
UCrT4QXWEa_QaZoufkE1nW6A,5
UCbQyUW-ZZepatnnzCq6hOrg,5
UCNUhTGg3RT-71HS_GSXC00g,5
UCD2LcsmNpEjbfOF6Q_hRp-g,5
UCtwyDwW6HZg9py8-Cg0DFNA,5
UCdrVYHO-AY4yPU6skLz_-8w,5
UCPkuXZwHq0gxenJlMOtUFDA,5
UCQJJ3cmsXXID65Euh-yUt6w,5
UCFsudKrNW2LdJWQakWTar1g,5
UCmAxPzbc2R3Uhe9iUluwCAg,5
UCWyg6ZiRQ62tlpEzONlDWXg,5
UCxehO0xLz35_dTBR_4guq-Q,5
UCg_47iwxT2JT-xcaRdxDBWA,5
UC5qvoaPbeI8wBF_DzU4Lbcw,5
UCT9NhTOL9ZCehEIxR7RU8mQ,5
UCINVM0I7eHqilcijSBIcCsA,5
